disease_name,disease_id,ontology_prefix,display_group,relation,evidence_score,evidence_count,number_of_pmids,number_of_snps,disease_specificity_index,disease_pleiotropy_index,year_initial,year_final,direct_sources
chromosomal aberration frequency,EFO_0009860,EFO,disease / other candidate,ASSOCIATED_WITH,0.009239496367117545,2,,,,,,,"[""OPEN_TARGETS""]"
anterolateral myocardial infarction,EFO_1000812,EFO,disease / other candidate,ASSOCIATED_WITH,0.009239496367117545,2,,,,,,,"[""OPEN_TARGETS""]"
optic nerve disorder,MONDO_0002135,MONDO,disease / other candidate,ASSOCIATED_WITH,0.009239496367117545,2,,,,,,,"[""OPEN_TARGETS""]"
"hyperinsulinemic hypoglycemia, familial, 4",MONDO_0012382,MONDO,disease / other candidate,ASSOCIATED_WITH,0.00918802778635929,9,,,,,,,"[""OPEN_TARGETS""]"
diazoxide-sensitive diffuse hyperinsulinism,MONDO_0015624,MONDO,disease / other candidate,ASSOCIATED_WITH,0.00918802778635929,9,,,,,,,"[""OPEN_TARGETS""]"
epilepsy syndrome,MONDO_0015650,MONDO,disease / other candidate,ASSOCIATED_WITH,0.00912923837713661,5,,,,,,,"[""OPEN_TARGETS""]"
Guillain-Barre syndrome,EFO_0007292,EFO,disease / other candidate,ASSOCIATED_WITH,0.009054706439775193,2,,,,,,,"[""OPEN_TARGETS""]"
mitral valve disease,EFO_0009557,EFO,disease / other candidate,ASSOCIATED_WITH,0.009054706439775193,2,,,,,,,"[""OPEN_TARGETS""]"
autoimmune disorder of peripheral nervous system,MONDO_0000590,MONDO,disease / other candidate,ASSOCIATED_WITH,0.009054706439775193,2,,,,,,,"[""OPEN_TARGETS""]"
squamous cell lung carcinoma,EFO_0000708,EFO,disease / other candidate,ASSOCIATED_WITH,0.009049573386237906,4,,,,,,,"[""OPEN_TARGETS""]"
mucinous carcinoma,EFO_0000197,EFO,disease / other candidate,ASSOCIATED_WITH,0.008942587979777478,7,,,,,,,"[""OPEN_TARGETS""]"
mucin-producing carcinoma,MONDO_0020596,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008942587979777478,7,,,,,,,"[""OPEN_TARGETS""]"
conotruncal heart malformations,MONDO_0016581,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008910980940731143,3,,,,,,,"[""OPEN_TARGETS""]"
persistent truncus arteriosus,MONDO_0018072,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008910980940731143,3,,,,,,,"[""OPEN_TARGETS""]"
esophageal adenocarcinoma,EFO_0000478,EFO,disease / other candidate,ASSOCIATED_WITH,0.008869916512432841,1,,,,,,,"[""OPEN_TARGETS""]"
brucellosis,EFO_0007185,EFO,disease / other candidate,ASSOCIATED_WITH,0.008869916512432841,1,,,,,,,"[""OPEN_TARGETS""]"
synovitis,EFO_0008997,EFO,disease / other candidate,ASSOCIATED_WITH,0.008869916512432841,1,,,,,,,"[""OPEN_TARGETS""]"
Primary progressive aphasia,EFO_0009053,EFO,disease / other candidate,ASSOCIATED_WITH,0.008869916512432841,1,,,,,,,"[""OPEN_TARGETS""]"
Undifferentiated Pancreatic Carcinoma,EFO_1000606,EFO,disease / other candidate,ASSOCIATED_WITH,0.008869916512432841,1,,,,,,,"[""OPEN_TARGETS""]"
asphyxia neonatorum,EFO_1000824,EFO,disease / other candidate,ASSOCIATED_WITH,0.008869916512432841,1,,,,,,,"[""OPEN_TARGETS""]"
rheumatic heart disease,EFO_1001161,EFO,disease / other candidate,ASSOCIATED_WITH,0.008869916512432841,1,,,,,,,"[""OPEN_TARGETS""]"
oculocerebrocutaneous syndrome,MONDO_0008108,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008869916512432841,1,,,,,,,"[""OPEN_TARGETS""]"
synovium disorder,MONDO_0056799,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008869916512432841,1,,,,,,,"[""OPEN_TARGETS""]"
anaplastic oligodendroglioma,EFO_0002501,EFO,disease / other candidate,ASSOCIATED_WITH,0.008756989334612518,4,,,,,,,"[""OPEN_TARGETS""]"
grade III glioma,MONDO_0021640,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008756989334612518,4,,,,,,,"[""OPEN_TARGETS""]"
ulnar-mammary syndrome,MONDO_0008411,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008713461040616318,5,,,,,,,"[""OPEN_TARGETS""]"
non-syndromic limb reduction defect,MONDO_0019713,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008713461040616318,5,,,,,,,"[""OPEN_TARGETS""]"
congenital diarrhea,MONDO_0000824,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008701334463524965,7,,,,,,,"[""OPEN_TARGETS""]"
diarrheal disease,MONDO_0001673,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008701334463524965,7,,,,,,,"[""OPEN_TARGETS""]"
congenital secretory chloride diarrhea 1,MONDO_0008964,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008701334463524965,7,,,,,,,"[""OPEN_TARGETS""]"
congenital secretory diarrhea,MONDO_0045032,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008701334463524965,7,,,,,,,"[""OPEN_TARGETS""]"
hemolysis,EFO_0009473,EFO,disease / other candidate,ASSOCIATED_WITH,0.008685126585090491,2,,,,,,,"[""OPEN_TARGETS""]"
cerebellar neoplasm,MONDO_0002913,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008664594370941343,3,,,,,,,"[""OPEN_TARGETS""]"
End Stage Liver Disease,EFO_1001311,EFO,disease / other candidate,ASSOCIATED_WITH,0.008654328263866766,4,,,,,,,"[""OPEN_TARGETS""]"
coronary stenosis,MONDO_0006715,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008574868595109555,5,,,,,,,"[""OPEN_TARGETS""]"
cerebral malaria,EFO_0006857,EFO,disease / other candidate,ASSOCIATED_WITH,0.008572199407270166,4,,,,,,,"[""OPEN_TARGETS""]"
brain ischemia,MONDO_0005299,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008519089524143923,15,,,,,,,"[""OPEN_TARGETS""]"
panuveitis,EFO_1001082,EFO,disease / other candidate,ASSOCIATED_WITH,0.008500336657748141,2,,,,,,,"[""OPEN_TARGETS""]"
posterior uveitis,EFO_1001119,EFO,disease / other candidate,ASSOCIATED_WITH,0.008500336657748141,2,,,,,,,"[""OPEN_TARGETS""]"
oropharynx cancer,EFO_1001931,EFO,disease / other candidate,ASSOCIATED_WITH,0.008500336657748141,2,,,,,,,"[""OPEN_TARGETS""]"
retinitis,MONDO_0002708,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008500336657748141,2,,,,,,,"[""OPEN_TARGETS""]"
neoplasm of oropharynx,MONDO_0021364,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008500336657748141,2,,,,,,,"[""OPEN_TARGETS""]"
oropharyngeal carcinoma,MONDO_0044926,MONDO,disease / other candidate,ASSOCIATED_WITH,0.008500336657748141,2,,,,,,,"[""OPEN_TARGETS""]"
American trypanosomiasis,EFO_0008559,EFO,disease / other candidate,ASSOCIATED_WITH,0.008390078667767207,5,,,,,,,"[""OPEN_TARGETS""]"
anaplastic astrocytoma,EFO_0002499,EFO,disease / other candidate,ASSOCIATED_WITH,0.00837714337285324,3,,,,,,,"[""OPEN_TARGETS""]"
nephrosis,MONDO_0002331,MONDO,disease / other candidate,ASSOCIATED_WITH,0.00837714337285324,3,,,,,,,"[""OPEN_TARGETS""]"
sarcopenia,EFO_1000653,EFO,disease / other candidate,ASSOCIATED_WITH,0.008330945891017653,4,,,,,,,"[""OPEN_TARGETS""]"
symptomatic heart failure,EFO_0003146,EFO,disease / other candidate,ASSOCIATED_WITH,0.00831554673040579,2,,,,,,,"[""OPEN_TARGETS""]"
advanced heart failure,EFO_0003149,EFO,disease / other candidate,ASSOCIATED_WITH,0.00831554673040579,2,,,,,,,"[""OPEN_TARGETS""]"
toxicity,EFO_0011061,EFO,disease / other candidate,ASSOCIATED_WITH,0.00831554673040579,2,,,,,,,"[""OPEN_TARGETS""]"
atrophic macular degeneration,EFO_1001492,EFO,disease / other candidate,ASSOCIATED_WITH,0.00831554673040579,2,,,,,,,"[""OPEN_TARGETS""]"
interstitial nephritis,MONDO_0001085,MONDO,disease / other candidate,ASSOCIATED_WITH,0.00831554673040579,2,,,,,,,"[""OPEN_TARGETS""]"
nongerminomatous germ cell tumor,MONDO_0021656,MONDO,disease / other candidate,ASSOCIATED_WITH,0.00831554673040579,2,,,,,,,"[""OPEN_TARGETS""]"
Chagas cardiomyopathy,EFO_0005529,EFO,disease / other candidate,ASSOCIATED_WITH,0.008284748409182066,4,,,,,,,"[""OPEN_TARGETS""]"
Nasal Cavity Polyp,EFO_1000391,EFO,disease / other candidate,ASSOCIATED_WITH,0.008202619552585467,4,,,,,,,"[""OPEN_TARGETS""]"
diabetic cardiomyopathy,EFO_1001458,EFO,disease / other candidate,ASSOCIATED_WITH,0.008189546212286122,9,,,,,,,"[""OPEN_TARGETS""]"
Follicular Variant Thyroid Gland Papillary Carcinoma,EFO_1000261,EFO,disease / other candidate,ASSOCIATED_WITH,0.008177169267889582,10,,,,,,,"[""OPEN_TARGETS""]"
diabetic angiopathy,EFO_1000896,EFO,disease / other candidate,ASSOCIATED_WITH,0.00813075680306344,2,,,,,,,"[""OPEN_TARGETS""]"
diabetic foot,EFO_1001459,EFO,disease / other candidate,ASSOCIATED_WITH,0.00813075680306344,2,,,,,,,"[""OPEN_TARGETS""]"
papilloma,MONDO_0002363,MONDO,disease / other candidate,ASSOCIATED_WITH,0.00813075680306344,1,,,,,,,"[""OPEN_TARGETS""]"
inverted papilloma,MONDO_0002537,MONDO,disease / other candidate,ASSOCIATED_WITH,0.00813075680306344,1,,,,,,,"[""OPEN_TARGETS""]"
pulmonary artery-aorta diameter ratio measurement,EFO_0006348,EFO,trait / measurement candidate,ASSOCIATED_WITH,0.008043494892929553,4,,,,,,,"[""OPEN_TARGETS""]"
respiratory disease biomarker,EFO_0006841,EFO,trait / measurement candidate,ASSOCIATED_WITH,0.008043494892929553,4,,,,,,,"[""OPEN_TARGETS""]"
aortic measurement,EFO_0020865,EFO,trait / measurement candidate,ASSOCIATED_WITH,0.008043494892929553,4,,,,,,,"[""OPEN_TARGETS""]"
thymus neoplasm,EFO_0002626,EFO,disease / other candidate,ASSOCIATED_WITH,0.007961366036332952,4,,,,,,,"[""OPEN_TARGETS""]"
thymus gland disorder,MONDO_0003393,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007961366036332952,4,,,,,,,"[""OPEN_TARGETS""]"
nephrotic syndrome,EFO_0004255,EFO,disease / other candidate,ASSOCIATED_WITH,0.00794596687572109,2,,,,,,,"[""OPEN_TARGETS""]"
neuromyelitis optica,EFO_0004256,EFO,disease / other candidate,ASSOCIATED_WITH,0.00794596687572109,2,,,,,,,"[""OPEN_TARGETS""]"
septic shock,EFO_0006834,EFO,disease / other candidate,ASSOCIATED_WITH,0.00794596687572109,2,,,,,,,"[""OPEN_TARGETS""]"
Lyme disease,EFO_0008510,EFO,disease / other candidate,ASSOCIATED_WITH,0.00794596687572109,2,,,,,,,"[""OPEN_TARGETS""]"
hypoxia,EFO_0009444,EFO,disease / other candidate,ASSOCIATED_WITH,0.00794596687572109,2,,,,,,,"[""OPEN_TARGETS""]"
Borrelia infectious disease,EFO_1000842,EFO,disease / other candidate,ASSOCIATED_WITH,0.00794596687572109,2,,,,,,,"[""OPEN_TARGETS""]"
benign reproductive system neoplasm,MONDO_0000383,MONDO,disease / other candidate,ASSOCIATED_WITH,0.00794596687572109,2,,,,,,,"[""OPEN_TARGETS""]"
tick-borne infectious disease,MONDO_0025294,MONDO,disease / other candidate,ASSOCIATED_WITH,0.00794596687572109,2,,,,,,,"[""OPEN_TARGETS""]"
autoimmune/inflammatory optic neuropathy,MONDO_0044685,MONDO,disease / other candidate,ASSOCIATED_WITH,0.00794596687572109,2,,,,,,,"[""OPEN_TARGETS""]"
urinary tract infection,EFO_0003103,EFO,disease / other candidate,ASSOCIATED_WITH,0.00792543466157194,3,,,,,,,"[""OPEN_TARGETS""]"
tumor of cranial and spinal nerves,MONDO_0016749,MONDO,disease / other candidate,ASSOCIATED_WITH,0.00792543466157194,3,,,,,,,"[""OPEN_TARGETS""]"
hemorrhagic stroke,EFO_0020921,EFO,disease / other candidate,ASSOCIATED_WITH,0.007833039697900761,4,,,,,,,"[""OPEN_TARGETS""]"
Thymoma,EFO_1000581,EFO,disease / other candidate,ASSOCIATED_WITH,0.007822773590826186,3,,,,,,,"[""OPEN_TARGETS""]"
thymic epithelial neoplasm,MONDO_0018079,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007822773590826186,3,,,,,,,"[""OPEN_TARGETS""]"
pregnancy,EFO_0002950,EFO,disease / other candidate,ASSOCIATED_WITH,0.007761176948378739,2,,,,,,,"[""OPEN_TARGETS""]"
coronavirus infectious disease,EFO_0007224,EFO,disease / other candidate,ASSOCIATED_WITH,0.007761176948378739,2,,,,,,,"[""OPEN_TARGETS""]"
Herpesviridae infectious disease,EFO_0007309,EFO,disease / other candidate,ASSOCIATED_WITH,0.007761176948378739,2,,,,,,,"[""OPEN_TARGETS""]"
Mycoplasma pneumoniae pneumonia,EFO_0007387,EFO,disease / other candidate,ASSOCIATED_WITH,0.007761176948378739,2,,,,,,,"[""OPEN_TARGETS""]"
uterine corpus cancer,EFO_0007532,EFO,disease / other candidate,ASSOCIATED_WITH,0.007761176948378739,2,,,,,,,"[""OPEN_TARGETS""]"
viral encephalitis,EFO_0007538,EFO,disease / other candidate,ASSOCIATED_WITH,0.007761176948378739,2,,,,,,,"[""OPEN_TARGETS""]"
hemangioma,EFO_1000635,EFO,disease / other candidate,ASSOCIATED_WITH,0.007761176948378739,2,,,,,,,"[""OPEN_TARGETS""]"
thrombotic disease,MONDO_0000831,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007761176948378739,2,,,,,,,"[""OPEN_TARGETS""]"
capillary hemangioma,MONDO_0002407,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007761176948378739,2,,,,,,,"[""OPEN_TARGETS""]"
bacterial urinary tract infection,MONDO_0005247,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007761176948378739,2,,,,,,,"[""OPEN_TARGETS""]"
hemangioblastoma,MONDO_0016748,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007761176948378739,2,,,,,,,"[""OPEN_TARGETS""]"
infectious encephalitis,MONDO_0020067,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007761176948378739,2,,,,,,,"[""OPEN_TARGETS""]"
corpus uteri neoplasm,MONDO_0021254,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007761176948378739,2,,,,,,,"[""OPEN_TARGETS""]"
benign blood vessel neoplasm,MONDO_0024286,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007761176948378739,2,,,,,,,"[""OPEN_TARGETS""]"
Mycoplasmoides infection,MONDO_1030003,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007761176948378739,2,,,,,,,"[""OPEN_TARGETS""]"
anaphylaxis,MONDO_0100053,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007691983386696101,6,,,,,,,"[""OPEN_TARGETS""]"
large cell medulloblastoma,EFO_0008508,EFO,disease / other candidate,ASSOCIATED_WITH,0.0076569220886125115,1,,,,,,,"[""OPEN_TARGETS""]"
familial hyperaldosteronism,MONDO_0016525,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007576387021036387,2,,,,,,,"[""OPEN_TARGETS""]"
autoimmune thyroid disease,EFO_0006812,EFO,disease / other candidate,ASSOCIATED_WITH,0.007523285698625888,24,,,,,,,"[""OPEN_TARGETS""]"
Hashimoto's thyroiditis,EFO_0003779,EFO,disease / other candidate,ASSOCIATED_WITH,0.007422702128861188,22,,,,,,,"[""OPEN_TARGETS""]"
bronchoalveolar adenocarcinoma,EFO_0000308,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
endocarditis,EFO_0000465,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
infectious meningitis,EFO_0000584,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
malignant peripheral nerve sheath tumor,EFO_0000760,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
pain,EFO_0003843,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
aphthous ulcer,EFO_0003938,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
albuminuria,EFO_0004285,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
embryonal carcinoma,EFO_0004986,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
hemolytic anemia,EFO_0005558,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
aspergillosis,EFO_0007157,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
Non-ST Elevation Myocardial Infarction,EFO_0008586,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
necrosis,EFO_0009426,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
asphyxia,EFO_0009446,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
uterine inflammatory disease,EFO_0009572,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
stomatitis,EFO_0009688,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
neurotoxicity,EFO_0011057,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
Benign Brain Neoplasm,EFO_1000107,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
Endometrial Serous Adenocarcinoma,EFO_1000238,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
Prolactin-Producing Pituitary Gland Adenoma,EFO_1000496,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
bacterial meningitis,EFO_1000831,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
pneumococcal meningitis,EFO_1001114,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
pyelitis,EFO_1001140,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
pyelonephritis,EFO_1001141,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
pulmonary aspergillosis,EFO_1001834,EFO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
electroclinical syndrome,MONDO_0000411,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
neonatal period electroclinical syndrome,MONDO_0000412,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
endocardium disorder,MONDO_0000470,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
infective endocarditis,MONDO_0000565,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
benign female reproductive system neoplasm,MONDO_0000624,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
mucinous bronchioloalveolar adenocarcinoma,MONDO_0000894,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
streptococcal meningitis,MONDO_0001316,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
major depressive disorder,MONDO_0002009,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
central nervous system sarcoma,MONDO_0002217,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
pharyngitis,MONDO_0002258,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
intracranial hemangioma,MONDO_0002328,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
teratocarcinoma,MONDO_0002599,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
extragonadal germ cell cancer,MONDO_0003113,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
central nervous system hemangioma,MONDO_0003241,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
prolactin producing pituitary tumor,MONDO_0003430,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
extragonadal nonseminomatous germ cell tumor,MONDO_0003578,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
cerebellar hemangioblastoma,MONDO_0003901,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
Hailey-Hailey disease,MONDO_0008218,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
mixed germ cell tumor,MONDO_0015864,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
early myoclonic encephalopathy,MONDO_0016022,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
familial isolated pituitary adenoma,MONDO_0017824,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
extragonadal germ cell tumor,MONDO_0018201,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
left ventricular noncompaction,MONDO_0018901,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
extragonadal non-dysgerminomatous germ cell tumor,MONDO_0020539,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
acute graft versus host disease,MONDO_0020546,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
meningitis,MONDO_0021108,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
benign neoplasm of salivary gland,MONDO_0021460,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
benign neoplasm of cerebellum,MONDO_0021499,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
lung colloid adenocarcinoma,MONDO_0027772,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
mouth mucosa disorder,MONDO_0044992,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
neonatal/infantile epilepsy syndrome,MONDO_0100022,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
chronic liver failure,MONDO_0100193,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007391597093694037,1,,,,,,,"[""OPEN_TARGETS""]"
corneal dystrophy,MONDO_0018102,MONDO,disease / other candidate,ASSOCIATED_WITH,0.007281339103713099,5,,,,,,,"[""OPEN_TARGETS""]"
Leishmaniasis,EFO_0005044,EFO,disease / other candidate,ASSOCIATED_WITH,0.007216650058399923,7,,,,,,,"[""OPEN_TARGETS""]"
malnutrition,EFO_0008572,EFO,disease / other candidate,ASSOCIATED_WITH,0.007206807166351685,2,,,,,,,"[""OPEN_TARGETS""]"
psoriasis vulgaris,EFO_1001494,EFO,disease / other candidate,ASSOCIATED_WITH,0.007186274952202536,3,,,,,,,"[""OPEN_TARGETS""]"
transient ischemic attack,EFO_0003764,EFO,disease / other candidate,ASSOCIATED_WITH,0.007022017239009334,2,,,,,,,"[""OPEN_TARGETS""]"
Primary Effusion Lymphoma,EFO_1000491,EFO,disease / other candidate,ASSOCIATED_WITH,0.007022017239009334,2,,,,,,,"[""OPEN_TARGETS""]"
leprosy,EFO_0001054,EFO,disease / other candidate,ASSOCIATED_WITH,0.007001485024860184,3,,,,,,,"[""OPEN_TARGETS""]"
Mycobacterium infection,EFO_0009429,EFO,disease / other candidate,ASSOCIATED_WITH,0.007001485024860184,3,,,,,,,"[""OPEN_TARGETS""]"
synovial sarcoma,EFO_0001376,EFO,disease / other candidate,ASSOCIATED_WITH,0.006968222837938561,5,,,,,,,"[""OPEN_TARGETS""]"
infarction,EFO_0009463,EFO,disease / other candidate,ASSOCIATED_WITH,0.006896120230399014,11,,,,,,,"[""OPEN_TARGETS""]"
platelet crit,EFO_0007985,EFO,disease / other candidate,ASSOCIATED_WITH,0.0068372273116669826,2,,,,,,,"[""OPEN_TARGETS""]"
epithelial-stromal TGFBI dystrophy,MONDO_0000764,MONDO,disease / other candidate,ASSOCIATED_WITH,0.006806428990443257,4,,,,,,,"[""OPEN_TARGETS""]"
stromal corneal dystrophy,MONDO_0020213,MONDO,disease / other candidate,ASSOCIATED_WITH,0.006806428990443257,4,,,,,,,"[""OPEN_TARGETS""]"
Down syndrome,EFO_0001064,EFO,disease / other candidate,ASSOCIATED_WITH,0.006652437384324633,1,,,,,,,"[""OPEN_TARGETS""]"
bacterial vaginosis,EFO_0003932,EFO,disease / other candidate,ASSOCIATED_WITH,0.006652437384324633,1,,,,,,,"[""OPEN_TARGETS""]"
proliferative diabetic retinopathy,EFO_0009322,EFO,disease / other candidate,ASSOCIATED_WITH,0.006652437384324633,1,,,,,,,"[""OPEN_TARGETS""]"
commensal Bifidobacteriales infectious disease,EFO_1000873,EFO,disease / other candidate,ASSOCIATED_WITH,0.006652437384324633,1,,,,,,,"[""OPEN_TARGETS""]"
vaginal disorder,MONDO_0001433,MONDO,disease / other candidate,ASSOCIATED_WITH,0.006652437384324633,1,,,,,,,"[""OPEN_TARGETS""]"
vaginitis,MONDO_0002234,MONDO,disease / other candidate,ASSOCIATED_WITH,0.006652437384324633,1,,,,,,,"[""OPEN_TARGETS""]"
infective vaginitis,MONDO_0023557,MONDO,disease / other candidate,ASSOCIATED_WITH,0.006652437384324633,1,,,,,,,"[""OPEN_TARGETS""]"
